AGI	Tissue
AT3G27416	14_day_old_seedling
AT5G45860	14_day_old_seedling
AT4G11870	14_day_old_seedling
AT1G57670	14_day_old_seedling
AT1G22600	14_day_old_seedling
AT2G19146	14_day_old_seedling
AT3G14140	14_day_old_seedling
AT3G59260	14_day_old_seedling
AT1G08037	14_day_old_seedling
AT1G60090	14_day_old_seedling
AT2G21930	14_day_old_seedling
AT2G07783	14_day_old_seedling
AT2G08470	14_day_old_seedling
AT1G76480	14_day_old_seedling
AT1G27580	14_day_old_seedling
AT1G52110	14_day_old_seedling
AT4G12100	14_day_old_seedling
AT5G04010	14_day_old_seedling
AT1G13680	14_day_old_seedling
AT1G51220	14_day_old_seedling
AT1G75394	14_day_old_seedling
AT1G76190	14_day_old_seedling
AT2G07135	14_day_old_seedling
AT3G09795	14_day_old_seedling
AT4G10780	14_day_old_seedling
AT4G19925	14_day_old_seedling
AT4G35660	14_day_old_seedling
AT5G02675	14_day_old_seedling
AT5G02720	14_day_old_seedling
AT5G53600	14_day_old_seedling
AT1G53930	14_day_old_seedling
AT1G60520	14_day_old_seedling
AT2G09195	14_day_old_seedling
AT3G22072	14_day_old_seedling
AT4G28340	14_day_old_seedling
AT4G33590	14_day_old_seedling
AT4G36510	14_day_old_seedling
AT5G28917	14_day_old_seedling
AT4G20370	14_day_old_seedling
AT2G04885	14_day_old_seedling
AT1G02681	14_day_old_seedling
AT1G19500	14_day_old_seedling
AT1G50750	14_day_old_seedling
AT1G54475	14_day_old_seedling
AT2G04033	14_day_old_seedling
AT2G22060	14_day_old_seedling
AT4G07015	14_day_old_seedling
AT5G49040	14_day_old_seedling
ATMG00980	14_day_old_seedling
AT4G07145	14_day_old_seedling
AT5G64820	14_day_old_seedling
AT1G53801	14_day_old_seedling
AT3G61117	14_day_old_seedling
AT1G20680	14_day_old_seedling
AT1G33890	14_day_old_seedling
AT1G69140	14_day_old_seedling
AT1G70840	14_day_old_seedling
AT3G04395	14_day_old_seedling
AT5G66260	14_day_old_seedling
AT1G08937	14_day_old_seedling
AT2G02497	14_day_old_seedling
AT3G01675	14_day_old_seedling
AT3G25820	14_day_old_seedling
AT1G64795	14_day_old_seedling
AT1G65200	14_day_old_seedling
AT1G28640	14_day_old_seedling
AT1G55060	14_day_old_seedling
AT1G61630	14_day_old_seedling
AT3G13400	14_day_old_seedling
AT5G01295	14_day_old_seedling
AT5G54740	14_day_old_seedling
AT1G08147	14_day_old_seedling
AT2G18320	14_day_old_seedling
AT3G05655	14_day_old_seedling
AT1G27860	14_day_old_seedling
AT1G42490	14_day_old_seedling
AT1G50810	14_day_old_seedling
AT2G21780	14_day_old_seedling
AT2G42090	14_day_old_seedling
AT4G07130	14_day_old_seedling
AT1G11785	14_day_old_seedling
AT2G21450	14_day_old_seedling
AT5G62330	14_day_old_seedling
AT5G09470	14_day_old_seedling
AT4G19850	14_day_old_seedling
AT1G30950	14_day_old_seedling
AT4G12735	14_day_old_seedling
AT2G14230	14_day_old_seedling
AT1G04133	14_day_old_seedling
AT5G22490	14_day_old_seedling
AT1G08860	14_day_old_seedling
AT4G05095	14_day_old_seedling
AT1G14880	14_day_old_seedling
AT1G62090	14_day_old_seedling
AT2G01422	14_day_old_seedling
AT5G48550	14_day_old_seedling
AT2G36020	14_day_old_seedling
AT1G04357	14_day_old_seedling
AT1G26700	14_day_old_seedling
AT1G11920	14_day_old_seedling
AT2G22460	14_day_old_seedling
AT1G08477	14_day_old_seedling
AT1G64195	14_day_old_seedling
AT2G42065	14_day_old_seedling
AT5G65130	14_day_old_seedling
AT2G14245	14_day_old_seedling
AT3G45180	14_day_old_seedling
AT3G44710	14_day_old_seedling
AT3G49668	14_day_old_seedling
AT3G04360	14_day_old_seedling
AT2G31860	14_day_old_seedling
AT1G07143	14_day_old_seedling
AT1G24590	14_day_old_seedling
AT5G47850	14_day_old_seedling
AT5G02210	14_day_old_seedling
AT3G10750	14_day_old_seedling
AT5G44420	14_day_old_seedling
AT2G16210	14_day_old_seedling
AT5G44065	14_day_old_seedling
AT3G16540	14_day_old_seedling
AT5G27780	14_day_old_seedling
AT5G09210	14_day_old_seedling
AT1G71520	14_day_old_seedling
AT4G15248	14_day_old_seedling
AT3G33528	14_day_old_seedling
AT2G05350	14_day_old_seedling
AT1G64020	14_day_old_seedling
AT5G55893	14_day_old_seedling
AT4G07205	14_day_old_seedling
AT4G06665	14_day_old_seedling
AT5G03090	14_day_old_seedling
AT5G52720	14_day_old_seedling
AT1G58390	14_day_old_seedling
AT2G29280	14_day_old_seedling
AT3G11860	14_day_old_seedling
AT4G06685	14_day_old_seedling
AT4G29305	14_day_old_seedling
AT3G17180	14_day_old_seedling
AT4G16015	14_day_old_seedling
AT3G07380	14_day_old_seedling
AT3G55210	14_day_old_seedling
AT4G08114	14_day_old_seedling
AT4G01525	14_day_old_seedling
AT3G49630	14_day_old_seedling
AT2G07808	14_day_old_seedling
AT4G05815	14_day_old_seedling
AT3G28230	14_day_old_seedling
AT1G67980	14_day_old_seedling
AT5G47470	14_day_old_seedling
AT4G16730	14_day_old_seedling
AT1G06573	14_day_old_seedling
AT3G21500	14_day_old_seedling
AT5G18404	14_day_old_seedling
AT3G23860	14_day_old_seedling
AT4G08125	14_day_old_seedling
AT1G32970	14_day_old_seedling
AT4G21690	14_day_old_seedling
AT1G51030	14_day_old_seedling
AT5G20260	14_day_old_seedling
AT2G11270	14_day_old_seedling
AT5G41540	14_day_old_seedling
AT2G41375	14_day_old_seedling
AT3G24332	14_day_old_seedling
AT4G10465	14_day_old_seedling
AT5G28520	14_day_old_seedling
AT1G44318	14_day_old_seedling
AT4G04615	14_day_old_seedling
AT5G33399	14_day_old_seedling
AT5G46295	14_day_old_seedling
AT1G05330	14_day_old_seedling
AT5G55360	14_day_old_seedling
AT5G63250	14_day_old_seedling
AT5G15725	14_day_old_seedling
AT2G31590	14_day_old_seedling
AT4G15310	14_day_old_seedling
AT5G47670	14_day_old_seedling
AT5G28230	14_day_old_seedling
AT3G08215	14_day_old_seedling
AT3G46480	14_day_old_seedling
AT5G36740	14_day_old_seedling
AT1G70030	14_day_old_seedling
AT1G05047	14_day_old_seedling
AT3G01545	14_day_old_seedling
AT4G12370	14_day_old_seedling
AT5G43570	14_day_old_seedling
AT2G35387	14_day_old_seedling
AT5G10120	14_day_old_seedling
AT4G17860	14_day_old_seedling
AT2G31210	14_day_old_seedling
AT5G12380	14_day_old_seedling
AT2G29380	14_day_old_seedling
AT3G49155	14_day_old_seedling
AT5G51465	14_day_old_seedling
AT3G05860	14_day_old_seedling
AT1G06810	14_day_old_seedling
AT4G09475	14_day_old_seedling
AT4G10695	14_day_old_seedling
AT4G37060	14_day_old_seedling
AT5G59060	14_day_old_seedling
AT4G03450	14_day_old_seedling
AT1G05183	14_day_old_seedling
AT3G12440	14_day_old_seedling
AT5G24640	14_day_old_seedling
AT5G55770	14_day_old_seedling
AT5G65158	14_day_old_seedling
AT1G64240	14_day_old_seedling
AT1G20180	14_day_old_seedling
AT4G26560	14_day_old_seedling
AT5G14490	14_day_old_seedling
AT2G36760	14_day_old_seedling
AT5G40382	14_day_old_seedling
AT4G27140	14_day_old_seedling
AT1G67220	14_day_old_seedling
AT3G60710	14_day_old_seedling
AT5G57820	14_day_old_seedling
AT5G13600	14_day_old_seedling
AT5G28335	14_day_old_seedling
AT5G36970	14_day_old_seedling
AT1G15320	14_day_old_seedling
AT2G44735	14_day_old_seedling
AT3G61120	14_day_old_seedling
AT4G03175	14_day_old_seedling
AT4G35690	14_day_old_seedling
AT4G28800	14_day_old_seedling
AT3G11773	14_day_old_seedling
AT5G12910	14_day_old_seedling
AT4G12530	14_day_old_seedling
AT5G01495	14_day_old_seedling
AT5G40900	14_day_old_seedling
AT5G43360	14_day_old_seedling
AT1G37140	14_day_old_seedling
AT5G58840	14_day_old_seedling
AT5G00765	14_day_old_seedling
AT4G06065	14_day_old_seedling
AT1G77992	14_day_old_seedling
AT2G06945	14_day_old_seedling
AT2G27650	14_day_old_seedling
AT4G04130	14_day_old_seedling
AT1G77525	14_day_old_seedling
AT3G55870	14_day_old_seedling
AT4G16983	14_day_old_seedling
AT3G07920	14_day_old_seedling
AT5G01095	14_day_old_seedling
AT5G67265	14_day_old_seedling
AT4G03655	14_day_old_seedling
AT3G21800	14_day_old_seedling
AT1G04897	14_day_old_seedling
AT2G23445	14_day_old_seedling
AT2G42860	14_day_old_seedling
AT3G17010	14_day_old_seedling
AT4G07625	14_day_old_seedling
AT1G51915	14_day_old_seedling
AT2G33130	14_day_old_seedling
ATCG00320	14_day_old_seedling
AT5G27130	14_day_old_seedling
AT3G52055	14_day_old_seedling
AT4G29470	14_day_old_seedling
AT5G22680	14_day_old_seedling
AT5G45105	14_day_old_seedling
AT5G46960	14_day_old_seedling
AT4G02650	14_day_old_seedling
AT3G18330	14_day_old_seedling
AT2G16245	14_day_old_seedling
ATMG01330	14_day_old_seedling
AT3G08275	14_day_old_seedling
AT3G07315	14_day_old_seedling
AT1G22240	14_day_old_seedling
AT2G21235	14_day_old_seedling
AT1G53890	14_day_old_seedling
AT3G01995	14_day_old_seedling
AT5G36937	14_day_old_seedling
AT2G16450	14_day_old_seedling
AT1G10250	14_day_old_seedling
AT5G36980	14_day_old_seedling
AT4G18150	14_day_old_seedling
AT4G31190	14_day_old_seedling
AT5G08425	14_day_old_seedling
AT1G09427	14_day_old_seedling
AT5G28627	14_day_old_seedling
AT1G37000	14_day_old_seedling
AT3G21305	14_day_old_seedling
AT3G08350	14_day_old_seedling
AT3G07620	14_day_old_seedling
AT3G54730	14_day_old_seedling
AT1G34540	14_day_old_seedling
AT5G11080	14_day_old_seedling
AT1G29770	14_day_old_seedling
AT1G04997	14_day_old_seedling
AT2G08095	14_day_old_seedling
AT4G39000	14_day_old_seedling
AT3G01895	14_day_old_seedling
AT3G16130	14_day_old_seedling
AT4G16355	14_day_old_seedling
AT5G15140	14_day_old_seedling
AT3G63095	14_day_old_seedling
AT2G03770	14_day_old_seedling
AT2G06795	14_day_old_seedling
AT5G14980	14_day_old_seedling
AT5G54150	14_day_old_seedling
AT1G77790	14_day_old_seedling
AT3G09555	14_day_old_seedling
AT5G24130	14_day_old_seedling
AT2G16575	14_day_old_seedling
AT3G12470	14_day_old_seedling
AT4G39403	14_day_old_seedling
AT5G48510	14_day_old_seedling
AT1G77950	14_day_old_seedling
AT4G04260	14_day_old_seedling
AT2G04420	14_day_old_seedling
AT2G33230	14_day_old_seedling
AT3G42174	14_day_old_seedling
AT3G44870	14_day_old_seedling
AT1G09453	14_day_old_seedling
AT1G04823	14_day_old_seedling
AT1G54355	14_day_old_seedling
AT2G08425	14_day_old_seedling
AT3G52440	14_day_old_seedling
AT4G24600	14_day_old_seedling
AT1G70110	14_day_old_seedling
AT5G08825	14_day_old_seedling
AT5G05220	14_day_old_seedling
AT1G50960	14_day_old_seedling
AT3G05385	14_day_old_seedling
AT3G08595	14_day_old_seedling
AT1G58215	14_day_old_seedling
AT4G31680	14_day_old_seedling
AT4G31960	14_day_old_seedling
AT4G09130	14_day_old_seedling
AT2G35570	14_day_old_seedling
AT5G61900	14_day_old_seedling
AT3G05145	14_day_old_seedling
AT3G27040	14_day_old_seedling
AT4G37420	14_day_old_seedling
AT5G65550	14_day_old_seedling
AT5G09965	14_day_old_seedling
AT5G07510	14_day_old_seedling
AT1G09437	14_day_old_seedling
AT1G78922	14_day_old_seedling
AT2G09615	14_day_old_seedling
AT2G12200	14_day_old_seedling
AT2G18140	14_day_old_seedling
AT2G43932	14_day_old_seedling
AT3G18450	14_day_old_seedling
AT5G04625	14_day_old_seedling
ATMG01200	14_day_old_seedling
AT3G57270	14_day_old_seedling
AT5G52260	14_day_old_seedling
AT1G27461	14_day_old_seedling
AT1G24000	14_day_old_seedling
AT4G08915	14_day_old_seedling
AT5G01255	14_day_old_seedling
AT5G01435	14_day_old_seedling
AT5G08840	14_day_old_seedling
AT5G25180	14_day_old_seedling
AT5G48190	14_day_old_seedling
AT1G07807	14_day_old_seedling
AT1G65350	14_day_old_seedling
AT2G08455	14_day_old_seedling
AT2G18938	14_day_old_seedling
AT3G11165	14_day_old_seedling
AT2G07693	14_day_old_seedling
AT3G13010	14_day_old_seedling
AT5G14400	14_day_old_seedling
AT5G23260	14_day_old_seedling
AT1G45063	14_day_old_seedling
AT2G22820	14_day_old_seedling
AT5G06795	14_day_old_seedling
AT1G08547	14_day_old_seedling
AT1G24570	14_day_old_seedling
AT1G57850	14_day_old_seedling
AT5G02055	14_day_old_seedling
AT1G67270	14_day_old_seedling
AT1G68280	14_day_old_seedling
AT4G39340	14_day_old_seedling
AT4G38870	14_day_old_seedling
AT3G51171	14_day_old_seedling
AT1G63340	14_day_old_seedling
AT1G71450	14_day_old_seedling
AT1G73050	14_day_old_seedling
AT2G03925	14_day_old_seedling
AT3G02645	14_day_old_seedling
AT3G07795	14_day_old_seedling
AT3G09790	14_day_old_seedling
AT4G08805	14_day_old_seedling
AT4G39753	14_day_old_seedling
AT5G03553	14_day_old_seedling
AT4G32490	14_day_old_seedling
AT1G62240	14_day_old_seedling
AT3G05635	14_day_old_seedling
AT3G18360	14_day_old_seedling
AT3G54823	14_day_old_seedling
AT4G28380	14_day_old_seedling
AT1G22120	14_day_old_seedling
AT4G10860	14_day_old_seedling
AT1G68750	14_day_old_seedling
AT3G44717	14_day_old_seedling
AT4G22467	14_day_old_seedling
AT1G07023	14_day_old_seedling
AT1G07540	14_day_old_seedling
AT1G25209	14_day_old_seedling
AT1G36675	14_day_old_seedling
AT1G52580	14_day_old_seedling
AT2G07835	14_day_old_seedling
AT2G31345	14_day_old_seedling
AT2G44220	14_day_old_seedling
AT4G18450	14_day_old_seedling
AT5G26090	14_day_old_seedling
ATMG00960	14_day_old_seedling
AT1G47920	14_day_old_seedling
AT2G01280	14_day_old_seedling
AT1G01310	14_day_old_seedling
AT1G29680	14_day_old_seedling
AT2G05715	14_day_old_seedling
AT3G54800	14_day_old_seedling
AT5G03805	14_day_old_seedling
AT5G64210	14_day_old_seedling
AT5G27345	14_day_old_seedling
AT1G50350	14_day_old_seedling
AT3G46080	14_day_old_seedling
AT3G48640	14_day_old_seedling
AT5G18220	14_day_old_seedling
AT4G13880	14_day_old_seedling
AT2G43139	14_day_old_seedling
AT4G05535	14_day_old_seedling
AT5G01675	14_day_old_seedling
AT5G22380	14_day_old_seedling
AT1G02440	14_day_old_seedling
AT1G08893	14_day_old_seedling
AT1G49930	14_day_old_seedling
AT1G50745	14_day_old_seedling
AT2G07515	14_day_old_seedling
AT3G22770	14_day_old_seedling
AT5G14160	14_day_old_seedling
AT5G26930	14_day_old_seedling
AT3G29631	14_day_old_seedling
AT2G33160	14_day_old_seedling
AT1G07027	14_day_old_seedling
AT5G46610	14_day_old_seedling
AT5G05020	14_day_old_seedling
AT2G29470	14_day_old_seedling
AT1G04347	14_day_old_seedling
AT1G61720	14_day_old_seedling
AT2G08585	14_day_old_seedling
AT4G32080	14_day_old_seedling
AT5G09750	14_day_old_seedling
AT5G27810	14_day_old_seedling
ATCG01200	14_day_old_seedling
AT1G07753	14_day_old_seedling
AT1G10010	14_day_old_seedling
AT2G25125	14_day_old_seedling
AT2G38510	14_day_old_seedling
AT3G44755	14_day_old_seedling
AT2G15130	14_day_old_seedling
AT2G31985	14_day_old_seedling
AT1G54070	14_day_old_seedling
AT1G65630	14_day_old_seedling
AT2G27250	14_day_old_seedling
AT3G03585	14_day_old_seedling
AT3G07915	14_day_old_seedling
AT3G46616	14_day_old_seedling
AT4G06320	14_day_old_seedling
AT4G09940	14_day_old_seedling
AT5G03920	14_day_old_seedling
AT5G06475	14_day_old_seedling
ATCG00930	14_day_old_seedling
ATMG01150	14_day_old_seedling
AT2G24165	14_day_old_seedling
AT3G01715	14_day_old_seedling
AT1G12013	14_day_old_seedling
AT2G07687	14_day_old_seedling
AT3G03415	14_day_old_seedling
AT3G23360	14_day_old_seedling
AT3G48230	14_day_old_seedling
AT3G48840	14_day_old_seedling
ATMG00990	14_day_old_seedling
AT5G07310	14_day_old_seedling
AT1G05033	14_day_old_seedling
AT3G03475	14_day_old_seedling
AT3G48346	14_day_old_seedling
AT5G39720	14_day_old_seedling
AT4G13996	14_day_old_seedling
AT5G46770	14_day_old_seedling
AT2G18540	14_day_old_seedling
AT1G05136	14_day_old_seedling
AT1G05207	14_day_old_seedling
AT1G09573	14_day_old_seedling
AT1G20925	14_day_old_seedling
AT1G27820	14_day_old_seedling
AT1G60986	14_day_old_seedling
AT3G25260	14_day_old_seedling
AT4G00155	14_day_old_seedling
AT4G06615	14_day_old_seedling
AT4G28755	14_day_old_seedling
AT4G33390	14_day_old_seedling
AT5G03195	14_day_old_seedling
AT5G09415	14_day_old_seedling
AT5G27020	14_day_old_seedling
AT5G31909	14_day_old_seedling
AT1G61290	14_day_old_seedling
AT1G05085	14_day_old_seedling
AT3G07830	14_day_old_seedling
AT5G13485	14_day_old_seedling
AT2G36815	14_day_old_seedling
AT1G71300	14_day_old_seedling
AT1G62515	14_day_old_seedling
AT1G63040	14_day_old_seedling
AT1G63140	14_day_old_seedling
AT1G63522	14_day_old_seedling
AT2G03972	14_day_old_seedling
AT2G09490	14_day_old_seedling
AT5G02125	14_day_old_seedling
AT5G24316	14_day_old_seedling
AT5G46380	14_day_old_seedling
AT5G04500	14_day_old_seedling
AT1G04707	14_day_old_seedling
AT1G05843	14_day_old_seedling
AT1G32575	14_day_old_seedling
AT1G53620	14_day_old_seedling
AT1G78500	14_day_old_seedling
AT2G03410	14_day_old_seedling
AT2G09660	14_day_old_seedling
AT3G20087	14_day_old_seedling
AT3G44830	14_day_old_seedling
AT4G09695	14_day_old_seedling
AT4G32342	14_day_old_seedling
AT4G35370	14_day_old_seedling
AT5G05525	14_day_old_seedling
AT5G39750	14_day_old_seedling
AT5G59630	14_day_old_seedling
AT1G79800	14_day_old_seedling
AT3G60020	14_day_old_seedling
AT5G33402	14_day_old_seedling
AT5G55240	14_day_old_seedling
AT1G34650	14_day_old_seedling
AT2G01810	14_day_old_seedling
AT4G10670	14_day_old_seedling
AT4G13245	14_day_old_seedling
AT5G49150	14_day_old_seedling
AT1G07547	14_day_old_seedling
AT2G05635	14_day_old_seedling
AT2G19630	14_day_old_seedling
AT2G19890	14_day_old_seedling
AT5G04105	14_day_old_seedling
AT5G46395	14_day_old_seedling
AT2G41280	14_day_old_seedling
AT3G49700	14_day_old_seedling
AT4G04540	14_day_old_seedling
AT1G09510	14_day_old_seedling
AT1G77932	14_day_old_seedling
AT2G05270	14_day_old_seedling
AT2G32275	14_day_old_seedling
AT2G38195	14_day_old_seedling
AT2G39320	14_day_old_seedling
AT2G45550	14_day_old_seedling
AT3G28470	14_day_old_seedling
AT3G59610	14_day_old_seedling
AT5G18202	14_day_old_seedling
ATCG00250	14_day_old_seedling
AT2G35890	14_day_old_seedling
AT1G47405	14_day_old_seedling
AT1G61120	14_day_old_seedling
AT1G09790	14_day_old_seedling
ATCG00010	14_day_old_seedling
AT5G61160	14_day_old_seedling
AT5G08875	14_day_old_seedling
AT4G25845	14_day_old_seedling
AT5G40040	14_day_old_seedling
AT1G31772	14_day_old_seedling
AT5G62250	14_day_old_seedling
AT5G01515	14_day_old_seedling
AT2G31957	14_day_old_seedling
ATCG01000	14_day_old_seedling
AT4G08295	14_day_old_seedling
AT3G05975	14_day_old_seedling
AT5G05300	14_day_old_seedling
AT1G01980	14_day_old_seedling
AT1G51770	14_day_old_seedling
AT1G08457	14_day_old_seedling
AT2G23970	14_day_old_seedling
AT5G07325	14_day_old_seedling
AT2G11620	14_day_old_seedling
AT5G20790	14_day_old_seedling
AT3G55550	14_day_old_seedling
AT5G16020	14_day_old_seedling
AT5G54700	14_day_old_seedling
AT5G02195	14_day_old_seedling
AT4G10265	14_day_old_seedling
AT5G37250	14_day_old_seedling
AT3G63215	14_day_old_seedling
AT3G28611	14_day_old_seedling
AT1G54860	14_day_old_seedling
AT5G01150	14_day_old_seedling
AT5G24915	14_day_old_seedling
AT2G05950	14_day_old_seedling
AT5G44140	14_day_old_seedling
AT1G58430	14_day_old_seedling
AT1G63280	14_day_old_seedling
AT5G26286	14_day_old_seedling
AT1G23500	14_day_old_seedling
AT5G45690	14_day_old_seedling
AT3G07522	14_day_old_seedling
AT5G64540	14_day_old_seedling
AT3G48130	14_day_old_seedling
AT2G07806	14_day_old_seedling
AT5G42223	14_day_old_seedling
AT2G08755	14_day_old_seedling
AT5G52680	14_day_old_seedling
AT5G26170	14_day_old_seedling
AT3G22860	14_day_old_seedling
AT4G03823	14_day_old_seedling
AT4G03620	14_day_old_seedling
AT2G13547	14_day_old_seedling
AT3G13433	14_day_old_seedling
AT5G39070	14_day_old_seedling
AT2G03850	14_day_old_seedling
AT5G28470	14_day_old_seedling
AT4G13480	14_day_old_seedling
AT1G75470	14_day_old_seedling
AT5G09930	14_day_old_seedling
AT3G02085	14_day_old_seedling
AT2G46375	14_day_old_seedling
AT4G19630	14_day_old_seedling
AT1G09623	14_day_old_seedling
AT3G44560	14_day_old_seedling
AT3G01035	14_day_old_seedling
AT4G03813	14_day_old_seedling
AT5G11940	14_day_old_seedling
AT2G45760	14_day_old_seedling
AT1G76770	14_day_old_seedling
