AGI	Tissue
AT2G08485	14_day_old_seedling
AT1G50550	14_day_old_seedling
AT5G57260	14_day_old_seedling
AT3G10116	14_day_old_seedling
AT1G08697	14_day_old_seedling
AT1G12890	14_day_old_seedling
AT2G15840	14_day_old_seedling
AT1G09787	14_day_old_seedling
AT1G61680	14_day_old_seedling
AT1G02430	14_day_old_seedling
AT5G10670	14_day_old_seedling
AT2G20825	14_day_old_seedling
AT4G33370	14_day_old_seedling
AT3G17290	14_day_old_seedling
AT4G31351	14_day_old_seedling
AT1G54095	14_day_old_seedling
AT1G09247	14_day_old_seedling
AT4G28485	14_day_old_seedling
AT5G18720	14_day_old_seedling
AT4G21780	14_day_old_seedling
AT5G35760	14_day_old_seedling
AT1G62190	14_day_old_seedling
AT1G26720	14_day_old_seedling
AT5G07725	14_day_old_seedling
AT1G07160	14_day_old_seedling
AT1G04123	14_day_old_seedling
AT5G52000	14_day_old_seedling
AT1G05753	14_day_old_seedling
AT4G26460	14_day_old_seedling
AT3G45800	14_day_old_seedling
AT5G44567	14_day_old_seedling
AT4G08625	14_day_old_seedling
AT4G28365	14_day_old_seedling
AT5G38344	14_day_old_seedling
AT3G50510	14_day_old_seedling
AT3G13660	14_day_old_seedling
AT4G28420	14_day_old_seedling
AT2G26150	14_day_old_seedling
AT3G42658	14_day_old_seedling
AT3G07735	14_day_old_seedling
AT3G18845	14_day_old_seedling
AT3G46190	14_day_old_seedling
AT2G45650	14_day_old_seedling
AT5G02565	14_day_old_seedling
AT4G36350	14_day_old_seedling
AT3G44790	14_day_old_seedling
AT1G06263	14_day_old_seedling
AT1G15085	14_day_old_seedling
AT4G16160	14_day_old_seedling
AT1G72980	14_day_old_seedling
AT5G10340	14_day_old_seedling
AT3G24900	14_day_old_seedling
AT3G15635	14_day_old_seedling
AT1G48070	14_day_old_seedling
AT1G25098	14_day_old_seedling
AT5G37940	14_day_old_seedling
AT5G24655	14_day_old_seedling
AT3G28620	14_day_old_seedling
AT4G38775	14_day_old_seedling
AT4G15360	14_day_old_seedling
AT5G55350	14_day_old_seedling
AT5G65610	14_day_old_seedling
AT4G39590	14_day_old_seedling
AT1G27610	14_day_old_seedling
AT4G06015	14_day_old_seedling
AT5G41090	14_day_old_seedling
AT4G05018	14_day_old_seedling
AT1G50130	14_day_old_seedling
AT2G07715	14_day_old_seedling
AT3G46520	14_day_old_seedling
AT3G01485	14_day_old_seedling
AT4G00580	14_day_old_seedling
AT3G61571	14_day_old_seedling
AT3G47720	14_day_old_seedling
AT4G01500	14_day_old_seedling
AT3G01700	14_day_old_seedling
AT3G62610	14_day_old_seedling
AT3G08170	14_day_old_seedling
AT2G42560	14_day_old_seedling
AT2G42395	14_day_old_seedling
AT3G50030	14_day_old_seedling
AT2G45580	14_day_old_seedling
AT2G07689	14_day_old_seedling
AT4G15100	14_day_old_seedling
AT2G33320	14_day_old_seedling
AT5G09195	14_day_old_seedling
AT5G01375	14_day_old_seedling
AT4G13790	14_day_old_seedling
AT4G40063	14_day_old_seedling
AT3G62499	14_day_old_seedling
AT3G18570	14_day_old_seedling
AT4G05425	14_day_old_seedling
AT3G50390	14_day_old_seedling
AT2G27380	14_day_old_seedling
AT4G03376	14_day_old_seedling
AT1G80660	14_day_old_seedling
AT5G04180	14_day_old_seedling
AT4G22217	14_day_old_seedling
AT5G55750	14_day_old_seedling
AT5G56985	14_day_old_seedling
AT4G28088	14_day_old_seedling
AT1G43997	14_day_old_seedling
AT1G15385	14_day_old_seedling
AT3G03165	14_day_old_seedling
AT1G54400	14_day_old_seedling
AT5G07105	14_day_old_seedling
AT5G25415	14_day_old_seedling
ATMG00150	14_day_old_seedling
AT3G02365	14_day_old_seedling
AT5G08865	14_day_old_seedling
AT3G48940	14_day_old_seedling
ATCG00110	14_day_old_seedling
AT4G03505	14_day_old_seedling
AT3G09375	14_day_old_seedling
AT5G19720	14_day_old_seedling
AT5G36280	14_day_old_seedling
AT1G59930	14_day_old_seedling
AT1G09193	14_day_old_seedling
AT3G10780	14_day_old_seedling
AT1G13550	14_day_old_seedling
AT2G17295	14_day_old_seedling
ATMG00665	14_day_old_seedling
AT2G23096	14_day_old_seedling
AT1G66930	14_day_old_seedling
AT5G38230	14_day_old_seedling
AT5G53100	14_day_old_seedling
AT1G52857	14_day_old_seedling
AT1G24880	14_day_old_seedling
AT1G13608	14_day_old_seedling
AT1G08043	14_day_old_seedling
AT5G08175	14_day_old_seedling
AT3G17760	14_day_old_seedling
AT5G42965	14_day_old_seedling
AT3G60970	14_day_old_seedling
AT5G38743	14_day_old_seedling
AT5G44563	14_day_old_seedling
AT3G17600	14_day_old_seedling
AT5G54075	14_day_old_seedling
AT1G04263	14_day_old_seedling
AT4G17980	14_day_old_seedling
AT2G34990	14_day_old_seedling
AT2G07732	14_day_old_seedling
AT5G02575	14_day_old_seedling
AT1G27990	14_day_old_seedling
AT5G15360	14_day_old_seedling
AT3G15740	14_day_old_seedling
AT1G33200	14_day_old_seedling
AT1G72590	14_day_old_seedling
AT3G44798	14_day_old_seedling
AT4G18335	14_day_old_seedling
AT3G57460	14_day_old_seedling
AT3G58450	14_day_old_seedling
AT3G04775	14_day_old_seedling
AT3G15534	14_day_old_seedling
AT2G29110	14_day_old_seedling
AT2G38890	14_day_old_seedling
AT4G34850	14_day_old_seedling
AT4G31830	14_day_old_seedling
AT1G04363	14_day_old_seedling
AT3G21050	14_day_old_seedling
AT1G48800	14_day_old_seedling
AT5G04475	14_day_old_seedling
AT1G67635	14_day_old_seedling
AT1G27040	14_day_old_seedling
AT3G06955	14_day_old_seedling
AT5G01732	14_day_old_seedling
AT3G00970	14_day_old_seedling
AT2G26630	14_day_old_seedling
AT2G29000	14_day_old_seedling
AT2G21040	14_day_old_seedling
AT5G00990	14_day_old_seedling
AT3G04410	14_day_old_seedling
AT2G07140	14_day_old_seedling
AT5G11412	14_day_old_seedling
AT4G03845	14_day_old_seedling
AT2G35743	14_day_old_seedling
AT3G26742	14_day_old_seedling
AT3G63360	14_day_old_seedling
AT1G52618	14_day_old_seedling
AT3G03230	14_day_old_seedling
AT3G12833	14_day_old_seedling
AT1G78840	14_day_old_seedling
AT1G61275	14_day_old_seedling
AT1G80090	14_day_old_seedling
AT1G51040	14_day_old_seedling
AT3G49480	14_day_old_seedling
AT2G19960	14_day_old_seedling
AT3G02125	14_day_old_seedling
AT3G44700	14_day_old_seedling
AT4G19570	14_day_old_seedling
AT1G50780	14_day_old_seedling
AT1G50050	14_day_old_seedling
AT5G07610	14_day_old_seedling
AT2G44890	14_day_old_seedling
AT5G65580	14_day_old_seedling
AT1G69085	14_day_old_seedling
AT2G07629	14_day_old_seedling
AT3G63320	14_day_old_seedling
AT4G00416	14_day_old_seedling
AT4G06415	14_day_old_seedling
AT5G46370	14_day_old_seedling
AT1G51913	14_day_old_seedling
AT1G61270	14_day_old_seedling
AT1G02040	14_day_old_seedling
AT2G30630	14_day_old_seedling
AT1G05103	14_day_old_seedling
AT1G33180	14_day_old_seedling
AT1G63070	14_day_old_seedling
AT3G02245	14_day_old_seedling
AT5G50060	14_day_old_seedling
AT1G07645	14_day_old_seedling
AT3G25225	14_day_old_seedling
AT2G42005	14_day_old_seedling
AT4G28280	14_day_old_seedling
AT4G12170	14_day_old_seedling
AT1G76220	14_day_old_seedling
AT4G30540	14_day_old_seedling
AT4G29880	14_day_old_seedling
AT5G49152	14_day_old_seedling
AT1G55950	14_day_old_seedling
AT5G02645	14_day_old_seedling
AT3G51560	14_day_old_seedling
AT4G06537	14_day_old_seedling
AT4G17243	14_day_old_seedling
AT3G01935	14_day_old_seedling
AT3G28600	14_day_old_seedling
AT1G04743	14_day_old_seedling
AT1G53887	14_day_old_seedling
AT2G07777	14_day_old_seedling
AT3G24650	14_day_old_seedling
AT1G61320	14_day_old_seedling
AT1G35730	14_day_old_seedling
AT1G05853	14_day_old_seedling
AT1G29071	14_day_old_seedling
AT4G04930	14_day_old_seedling
AT4G05065	14_day_old_seedling
AT2G12430	14_day_old_seedling
AT2G06865	14_day_old_seedling
AT2G34210	14_day_old_seedling
AT3G62725	14_day_old_seedling
AT1G06667	14_day_old_seedling
AT2G05230	14_day_old_seedling
AT1G18960	14_day_old_seedling
AT5G09125	14_day_old_seedling
AT4G18195	14_day_old_seedling
AT1G72131	14_day_old_seedling
AT4G11200	14_day_old_seedling
AT1G58225	14_day_old_seedling
AT5G01055	14_day_old_seedling
AT1G70270	14_day_old_seedling
AT3G33103	14_day_old_seedling
AT4G00753	14_day_old_seedling
AT3G45540	14_day_old_seedling
AT3G30260	14_day_old_seedling
AT1G04467	14_day_old_seedling
AT5G05150	14_day_old_seedling
AT5G40153	14_day_old_seedling
AT4G10850	14_day_old_seedling
AT2G07767	14_day_old_seedling
AT1G13290	14_day_old_seedling
AT1G21530	14_day_old_seedling
AT3G33235	14_day_old_seedling
AT5G01895	14_day_old_seedling
AT5G64790	14_day_old_seedling
AT1G02813	14_day_old_seedling
AT4G27670	14_day_old_seedling
AT5G53700	14_day_old_seedling
AT3G57100	14_day_old_seedling
AT4G16855	14_day_old_seedling
AT5G49620	14_day_old_seedling
AT5G05805	14_day_old_seedling
AT3G06545	14_day_old_seedling
AT1G04533	14_day_old_seedling
AT5G03010	14_day_old_seedling
AT2G08960	14_day_old_seedling
AT2G41445	14_day_old_seedling
AT4G08235	14_day_old_seedling
AT4G08869	14_day_old_seedling
AT2G12500	14_day_old_seedling
AT1G48990	14_day_old_seedling
AT1G14315	14_day_old_seedling
AT1G35112	14_day_old_seedling
AT3G02493	14_day_old_seedling
ATMG01210	14_day_old_seedling
AT3G28899	14_day_old_seedling
AT2G47245	14_day_old_seedling
AT2G05330	14_day_old_seedling
AT2G15010	14_day_old_seedling
AT1G20690	14_day_old_seedling
AT1G22130	14_day_old_seedling
AT4G13680	14_day_old_seedling
AT3G46230	14_day_old_seedling
AT5G62730	14_day_old_seedling
AT3G27025	14_day_old_seedling
AT5G50790	14_day_old_seedling
AT3G48300	14_day_old_seedling
AT4G13450	14_day_old_seedling
AT3G48650	14_day_old_seedling
AT5G52760	14_day_old_seedling
AT1G76780	14_day_old_seedling
AT3G30460	14_day_old_seedling
AT3G07725	14_day_old_seedling
AT1G34050	14_day_old_seedling
AT4G38140	14_day_old_seedling
AT5G36130	14_day_old_seedling
AT2G41850	14_day_old_seedling
AT3G44350	14_day_old_seedling
ATCG01280	14_day_old_seedling
AT5G06395	14_day_old_seedling
AT4G37990	14_day_old_seedling
AT5G04380	14_day_old_seedling
AT5G40790	14_day_old_seedling
AT4G04293	14_day_old_seedling
AT1G53970	14_day_old_seedling
AT3G01329	14_day_old_seedling
AT3G23230	14_day_old_seedling
AT1G64105	14_day_old_seedling
AT2G34330	14_day_old_seedling
AT1G13610	14_day_old_seedling
AT1G19070	14_day_old_seedling
AT3G25180	14_day_old_seedling
AT3G60270	14_day_old_seedling
AT5G20430	14_day_old_seedling
AT5G41471	14_day_old_seedling
AT5G10572	14_day_old_seedling
AT2G42440	14_day_old_seedling
AT2G34000	14_day_old_seedling
ATCG01160	14_day_old_seedling
AT5G51105	14_day_old_seedling
AT4G28556	14_day_old_seedling
AT2G04070	14_day_old_seedling
AT2G04755	14_day_old_seedling
AT4G05475	14_day_old_seedling
AT1G32375	14_day_old_seedling
AT4G06935	14_day_old_seedling
AT1G75550	14_day_old_seedling
AT2G07706	14_day_old_seedling
AT5G03635	14_day_old_seedling
AT1G04560	14_day_old_seedling
AT1G68320	14_day_old_seedling
AT1G68765	14_day_old_seedling
AT3G46660	14_day_old_seedling
AT2G42250	14_day_old_seedling
AT4G04475	14_day_old_seedling
AT5G41730	14_day_old_seedling
AT4G29600	14_day_old_seedling
AT4G14358	14_day_old_seedling
AT4G18350	14_day_old_seedling
AT1G17010	14_day_old_seedling
AT2G36210	14_day_old_seedling
AT1G03200	14_day_old_seedling
AT3G21030	14_day_old_seedling
AT5G02000	14_day_old_seedling
AT1G12610	14_day_old_seedling
AT4G25200	14_day_old_seedling
AT5G01715	14_day_old_seedling
AT4G25631	14_day_old_seedling
AT1G17310	14_day_old_seedling
AT2G40180	14_day_old_seedling
AT3G23240	14_day_old_seedling
AT5G54095	14_day_old_seedling
AT4G02690	14_day_old_seedling
AT5G33395	14_day_old_seedling
AT3G02435	14_day_old_seedling
AT2G05875	14_day_old_seedling
AT5G39330	14_day_old_seedling
AT2G32460	14_day_old_seedling
AT5G35770	14_day_old_seedling
AT1G06113	14_day_old_seedling
AT5G57200	14_day_old_seedling
AT3G03290	14_day_old_seedling
AT1G31570	14_day_old_seedling
AT1G71280	14_day_old_seedling
AT5G49140	14_day_old_seedling
AT5G02110	14_day_old_seedling
AT3G29788	14_day_old_seedling
AT5G56510	14_day_old_seedling
AT1G70390	14_day_old_seedling
AT4G04680	14_day_old_seedling
AT2G36695	14_day_old_seedling
AT1G63410	14_day_old_seedling
AT4G36590	14_day_old_seedling
AT5G22555	14_day_old_seedling
AT1G13470	14_day_old_seedling
AT1G27045	14_day_old_seedling
AT3G19040	14_day_old_seedling
AT1G80740	14_day_old_seedling
AT3G07205	14_day_old_seedling
AT4G31970	14_day_old_seedling
AT1G43000	14_day_old_seedling
AT4G09135	14_day_old_seedling
AT2G19150	14_day_old_seedling
AT2G37610	14_day_old_seedling
AT5G42610	14_day_old_seedling
AT4G05380	14_day_old_seedling
AT5G66660	14_day_old_seedling
AT2G45130	14_day_old_seedling
AT3G12880	14_day_old_seedling
AT5G35380	14_day_old_seedling
AT3G51570	14_day_old_seedling
AT1G10155	14_day_old_seedling
AT5G52740	14_day_old_seedling
AT3G13130	14_day_old_seedling
AT3G23060	14_day_old_seedling
AT1G70185	14_day_old_seedling
AT1G23160	14_day_old_seedling
AT3G59230	14_day_old_seedling
AT4G27220	14_day_old_seedling
AT5G11360	14_day_old_seedling
AT3G29798	14_day_old_seedling
AT3G49300	14_day_old_seedling
AT3G43715	14_day_old_seedling
AT3G42820	14_day_old_seedling
AT3G54530	14_day_old_seedling
AT1G53610	14_day_old_seedling
AT1G16635	14_day_old_seedling
AT1G47950	14_day_old_seedling
AT1G65481	14_day_old_seedling
AT1G05187	14_day_old_seedling
AT1G28040	14_day_old_seedling
ATCG00200	14_day_old_seedling
AT3G46090	14_day_old_seedling
AT3G29156	14_day_old_seedling
AT1G03320	14_day_old_seedling
AT5G67310	14_day_old_seedling
AT1G06963	14_day_old_seedling
AT1G61575	14_day_old_seedling
AT2G28755	14_day_old_seedling
AT4G26050	14_day_old_seedling
AT1G51480	14_day_old_seedling
AT4G03380	14_day_old_seedling
AT3G01505	14_day_old_seedling
AT3G14467	14_day_old_seedling
AT4G00893	14_day_old_seedling
AT2G03965	14_day_old_seedling
AT3G02765	14_day_old_seedling
AT1G50090	14_day_old_seedling
AT4G26950	14_day_old_seedling
AT2G38240	14_day_old_seedling
AT2G31930	14_day_old_seedling
AT1G59730	14_day_old_seedling
AT1G17744	14_day_old_seedling
AT1G78760	14_day_old_seedling
AT4G37850	14_day_old_seedling
AT3G09280	14_day_old_seedling
AT1G26610	14_day_old_seedling
AT1G01680	14_day_old_seedling
AT5G00905	14_day_old_seedling
AT1G71770	14_day_old_seedling
AT2G15590	14_day_old_seedling
AT5G38750	14_day_old_seedling
AT5G07015	14_day_old_seedling
AT5G53380	14_day_old_seedling
AT1G02980	14_day_old_seedling
AT3G27480	14_day_old_seedling
AT1G55700	14_day_old_seedling
AT5G42380	14_day_old_seedling
AT1G64910	14_day_old_seedling
AT5G18320	14_day_old_seedling
AT1G24068	14_day_old_seedling
AT4G03470	14_day_old_seedling
AT1G07500	14_day_old_seedling
AT1G45165	14_day_old_seedling
AT1G61415	14_day_old_seedling
AT4G29710	14_day_old_seedling
AT3G44769	14_day_old_seedling
AT2G05290	14_day_old_seedling
AT1G09400	14_day_old_seedling
AT2G15350	14_day_old_seedling
AT3G14517	14_day_old_seedling
AT1G14420	14_day_old_seedling
AT4G11642	14_day_old_seedling
AT4G03985	14_day_old_seedling
AT1G26890	14_day_old_seedling
AT5G46660	14_day_old_seedling
AT3G05950	14_day_old_seedling
AT2G30380	14_day_old_seedling
AT2G21720	14_day_old_seedling
AT4G06745	14_day_old_seedling
AT4G06815	14_day_old_seedling
AT4G34071	14_day_old_seedling
AT3G56600	14_day_old_seedling
AT5G46130	14_day_old_seedling
AT2G18640	14_day_old_seedling
AT2G19050	14_day_old_seedling
AT5G67060	14_day_old_seedling
AT5G41280	14_day_old_seedling
AT1G70680	14_day_old_seedling
AT4G23960	14_day_old_seedling
AT1G07175	14_day_old_seedling
AT1G16910	14_day_old_seedling
AT3G62990	14_day_old_seedling
AT3G28155	14_day_old_seedling
AT4G32208	14_day_old_seedling
AT1G05517	14_day_old_seedling
AT4G12960	14_day_old_seedling
AT1G68460	14_day_old_seedling
AT3G59740	14_day_old_seedling
AT1G06330	14_day_old_seedling
AT4G37685	14_day_old_seedling
AT5G56200	14_day_old_seedling
AT2G38823	14_day_old_seedling
AT4G21920	14_day_old_seedling
AT1G55525	14_day_old_seedling
AT1G30740	14_day_old_seedling
AT1G75945	14_day_old_seedling
AT5G24206	14_day_old_seedling
AT2G11300	14_day_old_seedling
AT2G31310	14_day_old_seedling
AT1G67855	14_day_old_seedling
AT2G35859	14_day_old_seedling
AT4G33820	14_day_old_seedling
AT5G61750	14_day_old_seedling
AT4G16460	14_day_old_seedling
AT3G07120	14_day_old_seedling
AT3G24605	14_day_old_seedling
AT4G26365	14_day_old_seedling
AT4G05775	14_day_old_seedling
AT1G17540	14_day_old_seedling
AT2G43220	14_day_old_seedling
AT5G26070	14_day_old_seedling
AT5G28635	14_day_old_seedling
AT2G18115	14_day_old_seedling
AT2G16895	14_day_old_seedling
AT1G09927	14_day_old_seedling
AT1G07437	14_day_old_seedling
AT1G76210	14_day_old_seedling
AT4G20160	14_day_old_seedling
ATMG00510	14_day_old_seedling
AT2G11150	14_day_old_seedling
AT4G03811	14_day_old_seedling
AT4G38000	14_day_old_seedling
AT1G05990	14_day_old_seedling
AT3G25221	14_day_old_seedling
AT2G07275	14_day_old_seedling
AT2G29165	14_day_old_seedling
AT1G02490	14_day_old_seedling
AT5G48890	14_day_old_seedling
AT2G21490	14_day_old_seedling
ATCG00450	14_day_old_seedling
AT4G01435	14_day_old_seedling
AT4G29760	14_day_old_seedling
AT4G34940	14_day_old_seedling
AT5G44440	14_day_old_seedling
AT5G05395	14_day_old_seedling
AT4G04055	14_day_old_seedling
AT3G03272	14_day_old_seedling
AT4G14805	14_day_old_seedling
AT5G57510	14_day_old_seedling
AT5G25260	14_day_old_seedling
AT5G61280	14_day_old_seedling
AT4G01890	14_day_old_seedling
AT5G07175	14_day_old_seedling
AT5G42290	14_day_old_seedling
AT3G08560	14_day_old_seedling
AT3G27450	14_day_old_seedling
AT4G01595	14_day_old_seedling
AT2G19500	14_day_old_seedling
AT1G47540	14_day_old_seedling
AT5G42120	14_day_old_seedling
AT4G23520	14_day_old_seedling
AT1G04580	14_day_old_seedling
AT3G05085	14_day_old_seedling
AT4G03295	14_day_old_seedling
AT1G72100	14_day_old_seedling
AT4G02465	14_day_old_seedling
AT5G53230	14_day_old_seedling
AT1G65880	14_day_old_seedling
AT4G09690	14_day_old_seedling
AT2G42830	14_day_old_seedling
AT5G07550	14_day_old_seedling
AT2G18550	14_day_old_seedling
AT1G07313	14_day_old_seedling
AT4G24170	14_day_old_seedling
AT5G54950	14_day_old_seedling
AT3G08070	14_day_old_seedling
AT1G06213	14_day_old_seedling
AT2G32740	14_day_old_seedling
AT3G27970	14_day_old_seedling
AT5G01345	14_day_old_seedling
AT5G59040	14_day_old_seedling
AT2G33420	14_day_old_seedling
AT3G24790	14_day_old_seedling
AT5G05280	14_day_old_seedling
AT2G40910	14_day_old_seedling
AT1G66320	14_day_old_seedling
AT2G07605	14_day_old_seedling
AT5G26950	14_day_old_seedling
AT4G39360	14_day_old_seedling
AT4G23215	14_day_old_seedling
AT1G51920	14_day_old_seedling
AT2G36610	14_day_old_seedling
AT3G02242	14_day_old_seedling
AT5G22470	14_day_old_seedling
AT2G21650	14_day_old_seedling
AT1G10385	14_day_old_seedling
AT2G44250	14_day_old_seedling
AT5G07995	14_day_old_seedling
AT5G08880	14_day_old_seedling
AT5G56300	14_day_old_seedling
AT4G40020	14_day_old_seedling
AT1G64820	14_day_old_seedling
AT2G11240	14_day_old_seedling
AT3G03105	14_day_old_seedling
AT3G13900	14_day_old_seedling
AT1G05997	14_day_old_seedling
AT5G61180	14_day_old_seedling
AT2G30300	14_day_old_seedling
AT1G59860	14_day_old_seedling
AT4G04465	14_day_old_seedling
AT3G20557	14_day_old_seedling
AT2G34224	14_day_old_seedling
AT2G25440	14_day_old_seedling
AT2G26960	14_day_old_seedling
AT1G02580	14_day_old_seedling
AT1G67610	14_day_old_seedling
AT2G07681	14_day_old_seedling
AT4G17908	14_day_old_seedling
AT5G27889	14_day_old_seedling
AT2G09435	14_day_old_seedling
AT5G21960	14_day_old_seedling
AT1G21340	14_day_old_seedling
AT1G59790	14_day_old_seedling
AT5G15430	14_day_old_seedling
AT5G39473	14_day_old_seedling
AT3G07255	14_day_old_seedling
AT2G07677	14_day_old_seedling
AT5G10090	14_day_old_seedling
AT4G08775	14_day_old_seedling
AT1G16225	14_day_old_seedling
AT1G70450	14_day_old_seedling
AT1G55030	14_day_old_seedling
AT2G07080	14_day_old_seedling
AT3G20190	14_day_old_seedling
AT5G06380	14_day_old_seedling
AT4G32580	14_day_old_seedling
AT3G51810	14_day_old_seedling
AT3G53600	14_day_old_seedling
AT1G73610	14_day_old_seedling
AT3G30530	14_day_old_seedling
AT3G49832	14_day_old_seedling
AT4G22620	14_day_old_seedling
AT1G60787	14_day_old_seedling
AT1G22760	14_day_old_seedling
AT2G25780	14_day_old_seedling
AT3G07635	14_day_old_seedling
AT5G07520	14_day_old_seedling
AT3G24005	14_day_old_seedling
AT5G65030	14_day_old_seedling
AT1G56390	14_day_old_seedling
AT2G27120	14_day_old_seedling
AT3G04200	14_day_old_seedling
AT4G07200	14_day_old_seedling
AT5G00755	14_day_old_seedling
AT1G06750	14_day_old_seedling
AT1G18530	14_day_old_seedling
AT1G67260	14_day_old_seedling
ATMG00560	14_day_old_seedling
AT2G25297	14_day_old_seedling
AT4G37022	14_day_old_seedling
AT5G02095	14_day_old_seedling
AT5G15660	14_day_old_seedling
AT3G29190	14_day_old_seedling
AT3G12502	14_day_old_seedling
AT4G09430	14_day_old_seedling
AT4G09965	14_day_old_seedling
AT5G35425	14_day_old_seedling
AT5G16920	14_day_old_seedling
AT2G06185	14_day_old_seedling
AT3G30580	14_day_old_seedling
AT2G03210	14_day_old_seedling
AT1G07407	14_day_old_seedling
AT2G42885	14_day_old_seedling
AT4G00234	14_day_old_seedling
AT4G28620	14_day_old_seedling
AT2G31470	14_day_old_seedling
AT2G34100	14_day_old_seedling
AT3G01495	14_day_old_seedling
AT3G54410	14_day_old_seedling
AT4G03220	14_day_old_seedling
AT2G29430	14_day_old_seedling
AT2G07750	14_day_old_seedling
AT2G07779	14_day_old_seedling
AT2G42865	14_day_old_seedling
AT5G43935	14_day_old_seedling
AT2G07695	14_day_old_seedling
AT2G44990	14_day_old_seedling
AT4G08109	14_day_old_seedling
AT3G09195	14_day_old_seedling
AT3G63052	14_day_old_seedling
AT2G36030	14_day_old_seedling
AT5G23160	14_day_old_seedling
AT4G26020	14_day_old_seedling
AT5G21120	14_day_old_seedling
AT1G65810	14_day_old_seedling
AT3G53590	14_day_old_seedling
AT3G20360	14_day_old_seedling
AT4G08093	14_day_old_seedling
AT1G63960	14_day_old_seedling
AT3G08790	14_day_old_seedling
AT4G17710	14_day_old_seedling
AT1G26140	14_day_old_seedling
AT1G35170	14_day_old_seedling
AT1G74130	14_day_old_seedling
AT5G28610	14_day_old_seedling
AT4G23320	14_day_old_seedling
AT1G30920	14_day_old_seedling
ATMG00730	14_day_old_seedling
AT5G44990	14_day_old_seedling
AT5G22200	14_day_old_seedling
AT1G28300	14_day_old_seedling
AT2G16586	14_day_old_seedling
AT4G05525	14_day_old_seedling
AT4G10507	14_day_old_seedling
AT2G03822	14_day_old_seedling
AT2G34580	14_day_old_seedling
AT3G14025	14_day_old_seedling
AT1G76954	14_day_old_seedling
AT1G55673	14_day_old_seedling
AT3G01311	14_day_old_seedling
AT1G19210	14_day_old_seedling
AT1G43250	14_day_old_seedling
AT2G34030	14_day_old_seedling
AT5G45030	14_day_old_seedling
AT3G56920	14_day_old_seedling
AT2G24195	14_day_old_seedling
AT1G06320	14_day_old_seedling
AT1G44150	14_day_old_seedling
AT4G06135	14_day_old_seedling
AT3G59695	14_day_old_seedling
AT5G17340	14_day_old_seedling
AT5G55490	14_day_old_seedling
AT3G07305	14_day_old_seedling
AT4G27845	14_day_old_seedling
AT4G25430	14_day_old_seedling
AT3G56891	14_day_old_seedling
AT3G14320	14_day_old_seedling
AT1G22290	14_day_old_seedling
AT2G42388	14_day_old_seedling
AT2G17600	14_day_old_seedling
AT4G04065	14_day_old_seedling
AT5G01145	14_day_old_seedling
AT1G48220	14_day_old_seedling
AT4G35210	14_day_old_seedling
AT1G09753	14_day_old_seedling
AT4G01820	14_day_old_seedling
AT5G05415	14_day_old_seedling
AT4G05315	14_day_old_seedling
AT5G11975	14_day_old_seedling
AT4G12200	14_day_old_seedling
AT5G35510	14_day_old_seedling
AT1G48325	14_day_old_seedling
AT2G18917	14_day_old_seedling
AT2G18025	14_day_old_seedling
AT3G46750	14_day_old_seedling
AT1G58300	14_day_old_seedling
AT2G17660	14_day_old_seedling
AT3G13140	14_day_old_seedling
AT1G05347	14_day_old_seedling
AT3G08895	14_day_old_seedling
AT5G24220	14_day_old_seedling
AT1G05880	14_day_old_seedling
AT1G68040	14_day_old_seedling
AT5G15250	14_day_old_seedling
AT1G07707	14_day_old_seedling
AT1G21470	14_day_old_seedling
AT1G47813	14_day_old_seedling
AT1G55600	14_day_old_seedling
AT1G61665	14_day_old_seedling
AT5G05765	14_day_old_seedling
AT3G19025	14_day_old_seedling
AT5G58080	14_day_old_seedling
AT5G07572	14_day_old_seedling
AT1G30560	14_day_old_seedling
AT1G47780	14_day_old_seedling
AT4G27550	14_day_old_seedling
AT5G62320	14_day_old_seedling
AT1G21525	14_day_old_seedling
AT2G26850	14_day_old_seedling
AT5G08005	14_day_old_seedling
AT3G28955	14_day_old_seedling
AT3G20180	14_day_old_seedling
AT3G52010	14_day_old_seedling
AT5G01045	14_day_old_seedling
AT5G36000	14_day_old_seedling
AT2G07751	14_day_old_seedling
AT5G09640	14_day_old_seedling
AT2G21010	14_day_old_seedling
AT3G62380	14_day_old_seedling
AT2G05655	14_day_old_seedling
AT4G07385	14_day_old_seedling
AT4G23780	14_day_old_seedling
AT5G49615	14_day_old_seedling
AT3G52510	14_day_old_seedling
AT5G06705	14_day_old_seedling
AT1G07473	14_day_old_seedling
AT5G12236	14_day_old_seedling
AT1G12064	14_day_old_seedling
AT4G09105	14_day_old_seedling
AT2G17950	14_day_old_seedling
AT3G32920	14_day_old_seedling
AT1G11560	14_day_old_seedling
AT4G02190	14_day_old_seedling
AT4G36070	14_day_old_seedling
AT5G49920	14_day_old_seedling
AT3G08700	14_day_old_seedling
AT1G67238	14_day_old_seedling
AT1G07683	14_day_old_seedling
AT2G24370	14_day_old_seedling
AT2G44581	14_day_old_seedling
AT3G02840	14_day_old_seedling
AT3G57690	14_day_old_seedling
AT4G10010	14_day_old_seedling
AT5G18000	14_day_old_seedling
AT5G38870	14_day_old_seedling
AT5G41030	14_day_old_seedling
AT5G59305	14_day_old_seedling
AT2G34315	14_day_old_seedling
AT4G14104	14_day_old_seedling
AT5G16460	14_day_old_seedling
AT5G26620	14_day_old_seedling
AT5G43120	14_day_old_seedling
AT5G43200	14_day_old_seedling
